timestamp,active_window,highlight,ocr_text
2026-06-14T20:41:14,Laptop Monitor,~ © covmssse XW Meet-op-atote — @ BAM Keys- Grog x + + Ask Gein | € > GS aowalegioacomeys Br Of | QPOQ Personal = 7 deteutProect = | ariKeys - | ‘Mana,"~ © covmssse XW Meet-op-atote — @ BAM Keys- Grog x + + Ask Gein | € > GS aowalegioacomeys Br Of | QPOQ Personal = 7 deteutProect = | ariKeys - | ‘Manage your project API Keys. Remember to ke, =) @ Svekey Geta tee ay ~ conolegrogcom | f sendepee)# | BQ0G@00%POCme GER"
2026-06-14T20:41:16,localhost:5000 - Google Chrome,Y) © cavnassoe | © ecalnost000 | © Meet | © XB Mites -coqcous x tecitoss000 w+ | BQe0G@o0ePomeud Gees | Phkemins OX | sham Mendl(ou preening),Y) © cavnassoe | © ecalnost000 | © Meet | © XB Mites -coqcous x tecitoss000 w+ | BQe0G@o0ePomeud Gees | Phkemins OX | sham Mendl(ou preening)
2026-06-14T20:41:18,Laptop Monitor - Google Chrome,"Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 | @ Laptop MONITOR | Search window tiles, hig","Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 | @ Laptop MONITOR | Search window tiles, highlights, OCR tex | mx DIF): | (StS -Cretng Sings Submit Google Chrome (0 Dison in Competitive Pogamming | Math for CP | osregmconor ol GING = atprovencevcourtwe + Gaus[W) DRoin Compete Pry + -Ox| = yoube™ | woe YouTube combinatorics pplyisteSES =*|9. ‘combinatorics pplayist x tome CEA | Csts Pro | ZFQog@o00P Cmte da CCB"
2026-06-14T20:41:20,Laptop Monitor - Google Chrome,@ LAPTOP MONITOR,@ LAPTOP MONITOR
2026-06-14T20:41:23,Laptop Monitor,~ © covmssse XW Meet-p-atote — @ XB AK -Grogcout % © Uptep Mentor x + + Ask Gein | © > GO Lecalhost:s000 Ber OF | LarTop MONITOR swe | ww LAPTOP MONIT,~ © covmssse XW Meet-p-atote — @ XB AK -Grogcout % © Uptep Mentor x + + Ask Gein | © > GO Lecalhost:s000 Ber OF | LarTop MONITOR swe | ww LAPTOP MONITOR — | Sore tay Geta rey = cole goacom | dress ae < ‘Screomhets\acreen ae-eeisri_ | SehomMendl eu resenting | ‘@urToP MoNTOR WecamaunexiMetopton 2708. ae mks “et sere seat | BQoGgQ@000P OCmA HOGER A 09 NOHO yocme #
2026-06-14T20:41:25,Laptop Monitor,~ © covmssse XB Mect-gpetone — @ XB AMKeys-Groqiout % © Uptep Mentor x + + Ask Gemini | © % SO Lecathost:5000 Ber Oo fF | ° Grog API Key. Save Key Get,~ © covmssse XB Mect-gpetone — @ XB AMKeys-Groqiout % © Uptep Mentor x + + Ask Gemini | © % SO Lecathost:5000 Ber Oo fF | ° Grog API Key. Save Key Get a free key ~ console. grogcom | BQoGgQ@000P OCmA HOGER 2 Oo HO oc zes F
2026-06-14T20:41:26,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 mx DIF): | @ Laptop MONITOR Aitoeesh int | ol,"Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 mx DIF): | @ Laptop MONITOR Aitoeesh int | ol apres 56 | Search window tiles, highlights, OCR tex | Laptop Mor - Google Crome Iocamosson0- Google Chrome | ‘roqcous% © pep Montor ws Phkains OX|€> SO Nites coqcous x teoss0 w> | | ‘atoss00|@ Laptop MONITOR | earch window aco eedePomed Gees Pern O| sham | ties 9 Menai proving) | ZQogQ@G000P OCme da CCR A700 Meae yee"
2026-06-14T20:41:27,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor x + Phkemins OX | © > © © becatnoss000 Be oF | @ Laptop MONITOR foveeshin Os | Te,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor x + Phkemins OX | © > © © becatnoss000 Be oF | @ Laptop MONITOR foveeshin Os | Tet cpr 19570 | Laptop Montor- Google home Laptop Moto - Google Crome | (@ wor MoNTOR ¥) © camassoeX| Met opetove — @ xB AMKe | ‘Groqecus © pep Montor ws Pains OX | €> SO | ‘exthoss00 | @ Lapp MONITOR |Search window | ‘Hes ig | Laptop Motor | = © commsse XB Mect-gpetone — @ XB AMKeye | Grogiout% © Uptep Mentor x ++ Ak amin [© % | 50 Lecathost000 Ber Oo fF |* Grog AP Ky. Sve | Key et | mewdwOoces 209 Meme Rie
2026-06-14T20:41:32,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © Uptep Mentor x + Phkemins 0 x | © > © © becatnoss000 mx DIF): | @ Laptop MONITOR | Laptop Mo,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © Uptep Mentor x + Phkemins 0 x | © > © © becatnoss000 mx DIF): | @ Laptop MONITOR | Laptop Montor- Google Come Laptop Moter- Google Crome Laptop Mentor laptop Monitor | 1) © camassoe X| Met opetove— ¥ © camassoe x Met opetove — @ xb AK = © conmsse XB Mectgpetone — @ X8 AMKeys | {© becatnss0008e oF | @ Laptop MONITOR extoss000 mx IF: | @ Laptop MONITOR Ntovesh SO Lecathos5000 Ber Oo fF | Grog AP Key. Save {60 tecahsts000 Ber OF | arop MONITOR si | | Aoveesin Os Te intlot ey Get ‘UsTOP MONIT | neomeece eomed Goce
2026-06-14T20:41:33,application_monitoring - File Explorer,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Br,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Bron ¢ Moet woeameinet er | Ou 4 Bm woramsm ow hie | Bice oe | Becnmnee woeaméinst Moot Co. | ose | Dm rocamsiei2 —rynsnwcefie | Bevosanoee osamsris ponte mea. | Geel || Ce rrocausie2 —_ryonsnocerie | mee | mews rosamsier2 —_ponSauefie | moron] Batons rowan ns yon snore | [Misco est reas 5 dows bonnie | > monecos| Brome woeameinst ovata rie | »OmD Bicsoue roeaners6 atom Sore | > eon | Mteenn oeam6 TIS Wado Bune | Smomog | Bsr scone eoeauermss Mato Sore | a Bsc rosamsier2 —_ponsnucfe | a resamsison rie | > erento | 19am | Remseeces 186 | | HBQe0G@o0ePomed Gees | ‘Search appleation monitoring a | AO ome yt
2026-06-14T20:41:35,application_monitoring - File Explorer,@ LAPTOP MONITOR | rQOG0COC0CPOmMEGCR A909 OHO nome #,@ LAPTOP MONITOR | rQOG0COC0CPOmMEGCR A909 OHO nome #
2026-06-14T20:41:36,application_monitoring - File Explorer,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Br,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Bron ¢ Moet woeameinet er | Ou 4 Bm woramsm ow hie | Bice oe | Becnmnee woeaméinst Moot Co. | ose | Dm rocamsiei2 —rynsnwcefie | Bevosanoee osamsris ponte mea. | Geel || Ce rrocausie2 —_ryonsnocerie | mee | mews rosamsier2 —_ponSauefie | moron] Batons rowan ns yon snore | [Misco est reas 5 dows bonnie | > monecos| Brome woeameinst ovata rie | »OmD Bicsoue roeaners6 atom Sore | > eon | Mteenn oeam6 TIS Wado Bune | Smomog | Bsr scone eoeauermss Mato Sore | a Bsc rosamsier2 —_ponsnucfe | a resamsison rie | > erento | 19am | Remseeces 186 | | HBQ0G@o0%Pomea Gees | ‘Search appleation monitoring a | AO ome yt
2026-06-14T20:41:38,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor x + Phkemins = 0 x | mx DIF): | © > © © becatnoss000 | @ Laptop MONITOR | Laptop ,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor x + Phkemins = 0 x | mx DIF): | © > © © becatnoss000 | @ Laptop MONITOR | Laptop Moter- Google Crome Laptop Mentor laptop Monitor | ¥ © camassoe x Met opetove — @ xb AK = © conmsse XB Mectgpetone — @ X8 AMKeys | ‘roqcous% © pep Montor ws Phkemins OX|€> SO Grejout % © Uptop Mentors» + ASkGemini|©% _Grogeaut % © Uptep Menor x ++ Ak ein] © > | extoss000 mx IF: | @ Laptop MONITOR Ntovesh SO Lecathos5000 Ber Oo fF | Grog AP Key. Save {60 tecahsts000 Ber OF | arop MONITOR si | | intlot ey Get ‘UsTOP MONIT | naomeece ePomedoee
2026-06-14T20:41:39,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR ‘Aoreteshin ds | Tot,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR ‘Aoreteshin ds | Tot care 84 | - = walt ale | sppeation montoring Fe per sepaton monitoring Fe plrer sppatin montoring Fe poet Laptop Montor- Google home | {m plaon mentoring x] © © D> TPE> Wine > {@ LAPTOP MONITOR | ;AOGaCOCHCPOMMEGER {mpaon mentoring x] © © D> TPE> Wind) > 1) © camassoeX| Met opetove— @ x6 AMKe | Sprbion montaing > |30.@ GB Nin Bim | Loom | 1903 HO nome # “Speion montang > |30.@ GB Nin Bn Looe | ‘Groqeaue © Uptep Mentor + Phtemins Ox] © > | ‘Me. onemeias |p | Hoanes¢ Mate onaszot rete me onemeias pe |Hoanes € Mate oeamezot rete | © © bectnosst0 mx I |@ Laptop MONTTOR | | Ie lee Laptop Mo | Laptop Monto - Google rome Laptop Montr- Google Come Laptop Mentor Laptop Monitor | 16 camassoe X| Met opetove— @ xB AMKe- ¥ © camassoe x Met opetove — @ x 8AM = © coumsse XB Mectgpctone — @ X8 AMKeys = © commase XW Meet p-tote—@ XB AK- | {© becatns00 8 o | @ Laptop MONITOR fenoss000 mF: | @ Laptop MONITOR Ntoeesh SO ecathosS000 Br Oo f° Grog AP Kay. Save {60 Lecaosts000 Ber OF |Larfop MONITOR se | | Aoveeshin Os fe iatlol Key Get UeroP MONIT
2026-06-14T20:41:40,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | © > © © becatnoss000 | @ Laptop MONITOR ‘trash in 2s | Tote | sp,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | © > © © becatnoss000 | @ Laptop MONITOR ‘trash in 2s | Tote | sppeation montoring Fe per sepaton monitoring Fe plrer sppatin montoring Fe poet Laptop Montor- Google home | {m plaon mentoring x] © © D> TPE> Wine > {@ LAPTOP MONITOR | ;AOGaCOCHCPOMMEGER {mpaon mentoring x] © © D> TPE> Wind) > 1) © camassoeX| Met opetove— @ x6 AMKe | Sprbion montaing > |30.@ GB Nin Bim | Loom | 1903 HO nome # “Speion montang > |30.@ GB Nin Bn Looe | ‘Gogeaus% © Uptep Mentor x + Phkerins Ox] © > | ‘Me. onemeias |p | Hoanes¢ Mate onaszot rete Mme onemoias|pe|Hoanes € Mate ceamsztt rte © © bectnoss00 mx DIF | @ Laptop MONTOR | | lee Laptop Wo | BQ0G@o0%P Ome GER
2026-06-14T20:41:41,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR At een | Tt copies 8,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR At een | Tt copies 804 | Sprbion montaing > |30.@ GB Nin Bim | Loom | 18909 OHO nome # “pion montaing > |30.@ GB in Bn Loom | ‘Groqeaue © Uptep Mentor + Phtemins Ox] © > | ene ones |e | Hoanes€ Mate onaezot rete me onemeias pe |Hoanes € Mate oeamezot rete | © © bectnosst0 mx I |@ Laptop MONTTOR | | Ie lee Laptop Wo | ‘aptop Monitor - Goole ome Laptop Montr- Google Come Laptop Mentor Laptop Mentor | 16 camassoe X| Met opetove— @ xB AMKe- 1 © camassoex| Met-opetove — @ x8 AMR = © coumsse XB Mectgpctone — @ X8 AMKeys = © commsse XW Meet p-atote—@ XB AK- | {© becatns00 8 o | @ Laptop MONITOR fenoss000 mF: | @ Laptop MONITOR Ntoeesh SO ecathosS000 Br Oo f° Grog AP Kay. Save {60 Lecaosts000 Ber OF |Larfop MONITOR se | | Aoveeshin Os fe iatlol Key Get UeroP MONIT
2026-06-14T20:41:42,Laptop Monitor - Google Chrome,Y) © cavnassoe x | € > SO eathosts000 | @ Laptop MONITOR | Laptop Montor- Google Come | {© camasoe X| Met opetove — | .Groqous % © pep Montor w» Phkai,Y) © cavnassoe x | € > SO eathosts000 | @ Laptop MONITOR | Laptop Montor- Google Come | {© camasoe X| Met opetove — | .Groqous % © pep Montor w» Phkains Xx | €> SO | ‘eathoss000| @ Lapp MONITOR | Search window | thes ig | © Meet | © % |B aMtes-Coqous « | laptop Mentor | © couse XB Mectgpstone ~ @ XB AMKeys- | Grogiout % © Uptep Menor + Ak Gemini | © | SO Lecathost 000 Ber Oo f= Grog API Key. Save | Key Get | ¥) © camassoe | © ecshost00 | © Meet | © x8 | Mites -cogeus x ecitss000w* | | ‘or0@otePomeud Ges | PhkeminsOX|sham | Mendiou preening) | © prep Monitor w+ | = © coumsse XW Meet op atote — @ BAM Keys | Grog + Ak Gein | €> GS aowolegioacomey 8 Of | [1QP00 Personal = 7 detetroet =| aie | Phkemins OX | mx DIF): | Laptop Moir - Google Chrome | {@ LAPTOP MONTOR. | (StS - Creating Sings Submit - Google chrome | ‘081 yesbecomotcn=dom cpa? | wosregrncooor ol GING = ckprauncevacurt we + | BQe0g@o0ePomed Gees
2026-06-14T20:41:43,Laptop Monitor - Google Chrome,@ Laptop MONITOR torcheshin ds | Tt capt 19587 | (@Diisrin Compete Pogramiming Matte forCP..._)Dhisarsin Compete Programming | Maths forCP...__ (Osx i,"@ Laptop MONITOR torcheshin ds | Tt capt 19587 | (@Diisrin Compete Pogramiming Matte forCP..._)Dhisarsin Compete Programming | Maths forCP...__ (Osx inCampetive Progamming [Math for CP_.__ (4) Diizarin Compete Pagramiming | Mats fo CP | ohtectre 2: whatiedensocN= (rot Contino ty uF &YAS 16 | Number of Facts) The Divers in Comptitie Programming [Mats for CP Number of|Zomeh > REGED Ar | — (Sra ais | | {@youlobe™ numberof postive dvsors ofa rnbern denote by #1 | count, Sum, Product Seve |eryoneenea aero ‘Take 264 | “cembinaories cp plist x03 tome Ct Aur 2) can be alee using ite rine Factorization [EL Cem = SF The number of postive dco | ZFQog@o00P Cme da CCR 700 Mowe yee"
2026-06-14T20:41:44,Laptop Monitor - Google Chrome,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR thin 3 | ol ates 858,Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous % © pep Montor w+ Phkemins OX | € > SO eathosts000 Be oF | @ Laptop MONITOR thin 3 | ol ates 8587 | Laptop Monitor - Google Crome Laptop Motor - Google Crome Laptop Monitor - Google home Tepes artg = ae oe | {© becainss0 | @ Laptop MONITOR wash 25] etoss000 Be oF | @ Laptop MONITOR Aoreesin ie enmeias |pe | Hoanes¢ Mate oxomszot rete | Tete sp slot it | appaton montoing Fl pbrer epson monting He plore Laptop Montr- oogi ome Laptop Mont - Google ome | {@ LAPTOP MONITOR | ;2OGICOCDCPOMMEGCR (0 plioon mentoring x] © © D> TE > Wind) » 96 cavasoe X| Met opetove—@ xB AMKe 1 © camassoeX| Met opctove— @ xB AMKe | 1808 O10 nome ® Sprbon montaing > |30.@ GBNin Bim |Loomea| —_—Grogcous © Uptep Mentor PhkeminsOx|©> Grogs © pep Manor x + Phkamins OKO > © | me .onemeias |e |Hoanes€Mateoeamezot ete © © becatnows0 mx DIF: 1@ Laptop MONTTOR| {© becatnoss00 8e oF | @ Laptop MONITOR | i Laptop Mo foveeshin Os Te | BQ208@00%POmMIeM GER
2026-06-14T20:41:45,Laptop Monitor - Google Chrome,"Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous « | € > SO eathosts000 | @ Laptop MONITOR | Search window tiles, highlights, OCR tex | Laptop Mo","Y) © cavnassoe X | Met-opetove — @ x |B AMKe-Groqcous « | € > SO eathosts000 | @ Laptop MONITOR | Search window tiles, highlights, OCR tex | Laptop Montor- Google Come | 1) © camassoe X| Met opetove— @ x16 AMKe- | .Groqeaus % © pep Montor ws Pari OX © > © | {© becainss0 | @ Laptop MONITOR wash 25] | Tete sp | Laptop Motr- Google Crome | ¥ © camassoe x Met opetove — @ xb AK | ‘Groqcous 3 © pep Montor ws Phkening OX [€ > SO | etoss000 Be oF |@ Laptop MONITOR Aoreesin | © prep Monitor x | Laptop Montor- Google home | Phkemins OX | mx DIF): | sppeaton monitoring Fe poner | {m poon mentoring x] © © D> TPE > Wind) > | Spin montaing > |30 @ GB Nin Bim | Loomes | | ie enmeias |pe | Hoanes¢ Mate oxomszot rete | comeaeiée"
2026-06-14T20:41:47,Laptop Monitor - Google Chrome,"utoreech in de | Tt captures 1982 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | laptop Meio - Google Crome Laptop Mentor Google home ","utoreech in de | Tt captures 1982 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | laptop Meio - Google Crome Laptop Mentor Google home Laptop Moto - Google Crome | Grogeous «| €> SO ethost0 | © Laptop {@Diern Compete Fogramiming Mate MONITOR | Laptop Montor- Google Come | | [MONITOR |Search window les ghighis OCRtex| __enthoss000 Be oF |@ Laptop MONITOR tin 3 ol forcP_Ohisasin Compete rogremming | Maths ‘amasoe X| Met opetove— | Grogous % © pop | aptop Mo ates 858 forcr— (Ost) Mentor ws Pai | mel Mamma]"
2026-06-14T20:41:49,application_monitoring - File Explorer,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Br,(m ptiaon mentoring x | © © D> TPE > Wind) > sprbeion montaing > | xo @ GB Nin Bim | Loomea | Mme . onemeiias | pe | Hoanes ¢ Mate oeamszott rete | Bron ¢ Moet woeameinet er | Ou 4 Bm woramsm ow hie | Bice oe | Becnmnee woeaméinst Moot Co. | ose | Dm rocamsiei2 —rynsnwcefie | Bevosanoee osamsris ponte mea. | Geel || Ce rrocausie2 —_ryonsnocerie | mee | mews rosamsier2 —_ponSauefie | moron] Batons rowan ns yon snore | [Misco est reas 5 dows bonnie | > monecos| Brome woeameinst ovata rie | »OmD Bicsoue roeaners6 atom Sore | > eon | Mteenn oeam6 TIS Wado Bune | Smomog | Bsr scone eoeauermss Mato Sore | a Bsc rosamsier2 —_ponsnucfe | a resamsison rie | > erento | 19am | Remseeces 186 | | HBQeG@o0ePomed Gees | ‘Search appleation monitoring a | AO ome yt
2026-06-14T20:42:35,Laptop Monitor - Google Chrome,"eto reeahin 2s | Tt captures 1882 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | laptop Meio - Google Crome Laptop Mentor Google home ","eto reeahin 2s | Tt captures 1882 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | laptop Meio - Google Crome Laptop Mentor Google home Laptop Moto - Google Crome | Grogeous «| €> SO ethost0 | © Laptop {@Diern Compete Fogramiming Mate MONITOR | Laptop Montor- Google Come | | [MONITOR |Search window les ghighis OCRtex| __enthoss000 Be oF |@ Laptop MONITOR tin 3 ol forcP_Ohisasin Compete rogremming | Maths ‘amasoe X| Met opetove— | Grogous % © pop | aptop Mo ates 858 forcr— (Ost) Mentor ws Pai | mel Mammal"
2026-06-14T20:42:36,Laptop Monitor - Google Chrome,"@ Laptop MONITOR | Search window ties, highlights, OCR tet | Laptop Monitor -Gogle Crome | ‘to reeshin 27 captures 1882 | @ Laptop | MONITOR | Search ","@ Laptop MONITOR | Search window ties, highlights, OCR tet | Laptop Monitor -Gogle Crome | ‘to reeshin 27 captures 1882 | @ Laptop | MONITOR | Search window es. ghights, OCR et | | laptop Maio - Google rome Laptop Mentor Google | sepaton monitoring le plrer | (m plaon mentoring x] © © D> TE > Wind) > | Sprbcion monting>|30 @ GB Nin Bim | Loomes | | ‘Mme ones |e | Hoanes € Mate ocamszot rte | ‘eto reeahin Os | Tt captres 19895, | Laptop Motor Google home | ‘toreech nde Tt coptres 1982 @ Leptop | MONITOR | each window es highlghs OC et | | laptop Meio - Google Crome Laptop Mentor Google | Laptop Moto - Google Crome | 1) © camassoe X| Met opetove— | Geogeaus «| €> SO eathstt00 | SOnTON| Ssh id tsi OCR | pop Mo"
2026-06-14T20:42:41,application_monitoring - File Explorer,(m ptiaon mentoring x o x; | © © D> TWwPC > Windows (C) > appleton monitoring > ‘Search oppleaton manterog =} | XO @ & O heme mv oe Drei | | oomints #,"(m ptiaon mentoring x o x; | © © D> TWwPC > Windows (C) > appleton monitoring > ‘Search oppleaton manterog =} | XO @ & O heme mv oe Drei | | oomints # Name ° Ss Es , | Bovanens # ME prate osama) feta f | Brae ¢ [Mieeenbos eee eae] | Om 6 Bw osama Owe 10 | Bice oe | Becnmnee Weosambme Miso alco. 1 | Besse pccere oszms iat onSnwcehle 8 | Lecteneel Le) Wosambae Misono. 18 | Somes Bcewer esas ie ponSowcnhle 18 | B vous ‘sams 26 PronSowcnfle OX | Brop ontr 06065 Winombwhie 18 | Bron osamsane onan ie | Brow 20606 6 Maowmsowce 78 | Bicominn 060615 Winombie 6b | sissies 0M ‘06251715 Matdomsonce= 3B | Bsceneseoe aiasamsssao mafia pe | oe nee a"
2026-06-14T20:42:50,clean_log - Excel,No readable content found.,
2026-06-14T20:42:51,clean_log - Excel,eomed GCeer,eomed GCeer
2026-06-14T20:42:52,clean_log - Excel,ce ogee Ne en,ce ogee Ne en
2026-06-14T20:42:53,clean_log - Excel,eomed GCeer,eomed GCeer
2026-06-14T20:42:56,application_monitoring - File Explorer,(m ptiaon mentoring x | x Oo D CG OG Ws Bi vew- oe | £ Dowsioads # Name - Date modifies Tyee | noe 2 | =e ee | Geos) eee eo ee | us 6 Bw weoramszos iv,"(m ptiaon mentoring x | x Oo D CG OG Ws Bi vew- oe | £ Dowsioads # Name - Date modifies Tyee | noe 2 | =e ee | Geos) eee eo ee | us 6 Bw weoramszos ive | wo ey <a eee | sind ee — | Bop launcner 12.06.2026 1115, Python Fle (no co | Meeronmome | euctet poenr 13-06-2026 1024 ‘Pynon Source File | R526 | apts 12-06-2026 1812 -yton Source File | BB SOHOMMOND. | |B eames 12-06-2006 1812 ytton Source ile | Bown oo | poss) Oo esos tov | > Soweto <a com | yom || a= een | So || eee aati trons | Sonn —a vm | 2 nen veeme By SHARE TS README 12-06-2026 1715, Markdown Source — | HQ08000%POmetu CCR | ‘Search appleation monitoring | 09 SN eae"
2026-06-14T20:42:59,activity_timeline - Excel,(me soptaionmentaing =X | © > GB > TWePC > Windows (C) > applation monitoring > Sch application monitoring a | © new o @e¢ 9 Nm we = Preien | HQ0G@00%,(me soptaionmentaing =X | © > GB > TWePC > Windows (C) > applation monitoring > Sch application monitoring a | © new o @e¢ 9 Nm we = Preien | HQ0G@00%f Ome GCR A 00 Beam Ree
2026-06-14T20:43:00,activity_timeline - Excel,eomed GCeer,eomed GCeer
2026-06-14T20:43:09,application_monitoring - File Explorer,(m ptiaon mentoring x | L Dowsioads # Name - | Cea | Cas | Ben] meee | Bopp tauncher | Mirco mort eacet poco | creme] So | aed WE ceanjog | cecra|| Ge,"(m ptiaon mentoring x | L Dowsioads # Name - | Cea | Cas | Ben] meee | Bopp tauncher | Mirco mort eacet poco | creme] So | aed WE ceanjog | cecra|| Gens | B contig. | coronas | Bons | oweecndt || Mire emer | us, Bon | own | Bom | co | Bem | This Pc Desens | > windows (C2 ma | > New Volume Bevoonsnn | B sarees px0ue | ans | hem selec Ses | | > Windows) > applation montoing > | Sot ew = | BQoG®@00%P Cmte SCR | yon Soc ile | Pyton fae con | yon Soc file | yon Soc ie | yon Soacefile | yon Soa ile | yon Soacefie | ‘Search appleation monitoring | 09 SN eae"
2026-06-14T20:44:44,primary_bucket - Excel,No readable content found.,
2026-06-14T20:44:45,primary_bucket - Excel,primary bucket,primary bucket
2026-06-14T20:44:46,primary_bucket - Excel,ecomed eer,ecomed eer
2026-06-14T20:44:47,primary_bucket - Excel,primary bucket | eomed GCeer,primary bucket | eomed GCeer
2026-06-14T20:44:48,primary_bucket - Excel,fe Home Inst Draw Pape Layout Fomulas ata Revew View Help Acrobat © Commer | | fae | a ee ay 0 | =e |* ~ 9 | 8) oes ees See fee se Se | primary bucket,fe Home Inst Draw Pape Layout Fomulas ata Revew View Help Acrobat © Commer | | fae | a ee ay 0 | =e |* ~ 9 | 8) oes ees See fee se Se | primary bucket 5 | oe e Gece. 709 OHO yt
2026-06-14T20:44:49,primary_bucket - Excel,eomed GCeer,eomed GCeer
2026-06-14T20:44:50,primary_bucket - Excel,eomed GCeer,eomed GCeer
2026-06-14T20:44:51,primary_bucket - Excel,primary bucket 4 | eomed GCeer,primary bucket 4 | eomed GCeer
2026-06-14T20:44:52,primary_bucket - Excel,"x a4 Z)P~ | wapren = | 2 Bp ""- §7 O >, | SIME start_timeend time duration app svdd_buckcategory_main_taskcore_phrases | innit HEH 1m 55s Chrome primar","x a4 Z)P~ | wapren = | 2 Bp ""- §7 O >, | SIME start_timeend time duration app svdd_buckcategory_main_taskcore_phrases | innit HEH 1m 55s Chrome primary _[LEARNIN(~ A© covr sppeation montoring fe per sepaton monitoring fe plrer sppatin montoring fe | . primary bucket | ot CA SCRE -00 Sone me"
2026-06-14T20:44:53,primary_bucket - Excel,start_timdend_time duration app _svdd_buckcategory main_taskcore_phrases | primary bucket | eomed GCeer,start_timdend_time duration app _svdd_buckcategory main_taskcore_phrases | primary bucket | eomed GCeer
2026-06-14T20:45:42,primary_bucket - Excel,"utes in | Tol apres 9595 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | Laptop Monitor -Gogle Crome sepaton monitoring le plrer Laptop","utes in | Tol apres 9595 | @ Laptop MONITOR | Search window ties, highlights, OCR tet | Laptop Monitor -Gogle Crome sepaton monitoring le plrer Laptop Motor Google home | ‘to reeshin 27 captures 1882 | @ Laptop (m plaon mentoring x] © © D> TE > Wind) > ‘toreech nde Tt coptres 1982 @ Leptop | MONITOR |Search window tes, ighighs OCRtet|___sprbxion montaing > [20 @ GB Nin Bim | Looms | MONITOR | each window es highlghs OC et | | laptop Maio - Google Crome Laptop Mentor Google Mme cnemeias|pe Hanes € Mate oeamott rte laptop Moo - Google Come Laptop Mentor Googe"
