start_time,end_time,duration,app,svdd_bucket,category,main_task,core_phrases
2026-06-14 20:41:14,2026-06-14 20:43:09,1m 55s,Chrome,primary,[LEARNING] Learning & Development,~ © covmssse XW Meet-op-atote — @ BAM Keys- Grog x + + Ask Gein | € > GS aowalegioacomeys Br Of | QPOQ Personal = 7 deteutProect = | ariKeys - | ‘Mana,sppeation montoring fe per sepaton monitoring fe plrer sppatin montoring fe poet laptop montor | {@ youlobe ™ numberof postive dvsors ofa rnbern denote
